SPECIES_NAME,DIET,FISH_ID,1998/CH,1998/DG,1998/SB,1998/SC,1998/TF,2000/CP,2000/DG,2000/SC,2000/CH,2000/SB,2000/TF,2000/SV,2000/BB,2002/BB,2002/DG,2002/SB,2002/SC,2002/SV,2002/CP,2002/TF,2004/CP,2004/DG,2004/SC,2004/SB,2004/HM,2004/SV,2004/BB,2006/CR,2006/DG,2006/CP,2006/SB,2006/SC,2006/SH,2006/SV,2006/TF,2008/BB,2008/CP,2008/CR,2008/DG,2008/SC,2008/SH,2008/SV,2008/TF,2010/CP,2010/CR,2010/DG,2010/HM,2010/SB,2010/SC,2010/SH,2010/SV,2010/TF,2012/BB,2012/CP,2012/CR,2012/DG,2012/ER,2012/SV,2012/SC,2012/SB,2012/SH,2012/TF,2014/BB,2014/CP,2014/CR,2014/CH,2014/DG,2014/SV,2014/SC,2014/SB,2014/SH,2014/TF,2016/SC,2016/DG,2016/CR,2016/SH,2016/SV,2016/CP,2016/TF,2016/CH,2016/SB,2016/ER,2018/BB,2018/CP,2018/CR,2018/DG,2018/ER,2018/SV,2018/SC,2018/SB,2018/SH,2018/TF
Round Scad,Fish,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mottled Mojarra,Crustaceans,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowfin Mojarra,Crustaceans,149,0,0,0,0,0,0,0,2,2.5,2.5,2,2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,2,0
Blue Parrotfish,Algae,150,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.666666667,1,0,1,0,1,1
Greenblotch Parrotfish,Algae,151,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,3,0,2,2,2
Midnight Parrotfish,Algae,152,2,3,1.5,0,3,2,2,1.714285714,1.75,1.6,2.2,2.25,1.902857143,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,3,1.5,0,0,2,0,2,1.5,0,0,1,2,0,0,2,1,1.75,1,3,1.5,1.333333333,3,2,1.5,1.25
Princess Parrotfish,Algae,153,2,2.5,2.333333333,0,2.5,1,0,0,0,0,2,0,0,1.5,2,39,2,2.333333333,2,2.5,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1.333333333,2.142857143,2,2.333333333,2,2.285714286,2,2.2,2,2,2,1.5,2,0,1.5,2.25,1.666666667,1.8,2,2,2,2,2.285714286,2.2,2.833333333,2.5,2.142857143,2.25,2,2.142857143
Queen Parrotfish,Algae,154,0,1,1.5,0,2,2,2,2,3,0,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,2,2,2,2,1.666666667,1.5,2,2,2,0,0,0,0,0,1,0,0,0,0,2,1,2,1.5,2.25,1.5,1,1.333333333,1,1
Rainbow Parrotfish,Algae,155,0,2,2.333333333,0,2,3,3,3,3,3,3,3,3,2,2,0,2,3,0,2,2,3,1,2,0,1,2,1,2,0,2,0,1,0,1,0,1.5,1.333333333,1.5,1,0,1,1,0,0,0,2,1,0,2,1,0,1,0,1,2,0,0,0,0,1,0,2,2,2.5,3,2.333333333,2.5,2,1.666666667,3,2,0,0,0,0,0,0,0,0,0,0,0,1.5,2,1,1,2,1,2,1,1.75
Redband Parrotfish,Algae,156,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.125,2.5,2.25,2.333333333,2,1.833333333,2,2.4,2.111111111,2.5,2.333333333,2.333333333,1.666666667,2,2.125,2,2.5,2.2,1.833333333,2,2.5,2.75,2,2,2.333333333,2,1.5,2.4,2,1.5,2.5,2.428571429,2,2,2.285714286,2.333333333,1.8,2.5,2.333333333,2,1.5,2,2,2,1.5,2,0,2.333333333,1.5,1.5,0,0,0,0,0,0,0,0,0,0,2,1,1.5,0,2,3,0,2,2,2
Redtail Parrotfish,Algae,157,0,0,0,0,0,2,2.25,2.75,3,2.833333333,2.571428571,2.875,2.805952381,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,4,2,2,0,0,1.5,1.5,1.666666667,1.5,2,1.5,2,0,1,1,2,1,1,1.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,3.333333333,3,3,2,2.5,3,2.25
Stoplight Parrotfish,Algae,158,2.888888889,2.666666667,2.833333333,2,2.571428571,0,2,0,0,0,0,0,0,2.666666667,2.5,41,2.5,3,3,2.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,1,0,2.5,3,3,0,2,2.333333333,2,2,1.666666667,2.5,2.142857143,2.428571429,2.571428571,2.833333333,2.833333333,2.714285714,2,2.333333333,2.714285714,2.125,2,2.6,2,0,2,2.2,3,2.166666667,2.5,2.166666667,2.5,2.909090909,2.727272727,3,2.888888889,2.7,2.333333333,2.545454545,2.727272727,2.818181818
Striped Parrotfish,Algae,159,0,2.5,0,0,2,0,0,0,0,0,0,0,0,0,2,41,3,3,2,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,3,0,0,1,0,1,0,2,0,0,2,0,3,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1.25,2,3,1.5,2,1,2,1.333333333,2
Yellowtail (Redfin)Parrotfish,Algae,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,2,2,0,3,2,2,0,3,0,0,1,1,0,0,0,0,1.5,2,3,2,0,0,0,0,0,0,2.25,1.5,3,2.5,2,1.666666667,0,3,1.5,3,1.5,2,2,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,1.666666667
Bluelip Parrotfish,Algae,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Bucktooth Parrotfish,Algae,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jolthead Porgy,Crustaceans,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.222222222,2.1,2.5,2,2.6,2.6,2.5,2.75,2.333333333,2.1,2,2.333333333,2.2,2.571428571,2.416666667,2.916666667,2.666666667,2.666666667,2.666666667,2.7,3,2.666666667,2.875,2.375,2.8,2.4,2.2,2.5,2.5,2.6,2.5,2.625,2.625,3,2.714285714,2.875,2.714285714,2.125,2.714285714,2.857142857,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1
Pluma,Crustaceans,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
Saucereye Porgy,Crustaceans,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,2,0,1
Sheepshead,Crustaceans,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheepshead Porgy,Crustaceans,167,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,1,0,2,1.5
Silver Porgy,Crustaceans,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spottail Pinfish,Crustaceans,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Balloonfish,Sponges,170,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,0,0,1,0,2,0,0,0,0,0,1,0,0,1,1,1,1.333333333,1,2,1,1.666666667,1.5,1.333333333,2,1.5,1.333333333,1,2,1.666666667
Bandtail Puffer,Sponges,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,1
Porcupinefish,Sponges,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,1
Sharpnose Puffer,Sponges,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,2,2,1.5,2,2,2,0,2.5,2,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,0,2.5,3,2
Southern Stingray,Crustaceans,174,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1.666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1.666666667,2,1.5,1.333333333,1,1,1,1
Spotted Eagle Ray,Crustaceans,175,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yellow Stingray,Crustaceans,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3.5,1.5,1,1,0,1,0,1
Green Razorfish,Unidentified,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,0,2,1,0,0,1,0,1,1,1,1,1,1.5,1.166666667,1,0,1,1.5,1,1,1,1,0,1.5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rosy Razorfish,Unidentified,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearly Razorfish,Unidentified,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belted Sandfish,Unidentified,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chalk Bass,Unidentified,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
Creole-fish,Unidentified,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harlequin Bass,Unidentified,183,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1.5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,2
Lantern Bass,Unidentified,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.5,0,0,2,0,2,0,0,2,2,1,0,2,0,1,1.666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0
Peppermint Bass,Unidentified,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sand Perch,Unidentified,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobaccofish,Unidentified,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Blackfin Snapper,Fish,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cubera Snapper,Fish,189,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Dog Snapper,Fish,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.5,0,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Gray Snapper,Fish,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0
Lane Snapper,Fish,192,0,2,0,0,0,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,1,1.333333333,2,0,2.2,2,1.666666667,2,2,2.142857143,1.666666667,2.25,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,2,0,0
Mahogany Snapper,Fish,193,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.666666667,2,2.5,2.5,2.5,3,2,1.5,2,2,1.5,2.5,2,1,1.6,1.857142857,2.333333333,2,2.285714286,1.75,1.833333333,2.2,2,1.5,2.5,2,2.333333333,1.5,2.5,2,1.5,1,2,1.8,1.75,1.75,1.5,1.666666667,1.5,2,1.666666667,2,0,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1.333333333,1.666666667,0,3,0,2,0,1.5
Mutton Snapper,Fish,194,0,0,0,0,0,2,2,2.333333333,1.75,3,1,1.5,1.916666667,1,2,50.5,2,0,2,1,0,0,0,2.333333333,2,0,1,2.666666667,3,0,2,3,3,0,2,2.333333333,2.333333333,2,2,1.666666667,4,1.8,2.428571429,0,1.5,1,2,2,2,2.5,0,0,1.333333333,1.666666667,1.75,3,1.5,1.8,1.5,1.75,1.5,1.5,1,1.666666667,0,2,0,1.666666667,0,1.75,1,1.6,0,0,1,0,1,1,1,1,1,0,2.166666667,2.142857143,2,2,2.333333333,2,1.875,2.5,1.6,2.111111111
Schoolmaster,Fish,195,2,1.666666667,2.5,0,2,1.666666667,2.5,2.25,2.333333333,2.2,2.5,2.428571429,2.342380952,2,1.666666667,50.79166667,2.5,2,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,2,1,0,2,2.25,1.5,2,1.25,2,1.666666667,2,2,2.5,0,0,0,0,2,1.5,0,2,0,2.333333333,2.428571429,2,2.142857143,2,2.6,2,1.75,2.428571429,2,2
Yellowtail Snapper,Fish,196,3,2.75,3,0,2.5,0,0,0,0,0,0,0,0,1.666666667,3,51.5625,2.25,2.666666667,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1.5,2,2,2,2,0,2,2,2,2,1.666666667,2,2,0,1.5,1,2,1,3,0,0,0,0,0,0,0,0,0,0,2,3.5,2,1,1.5,0,0,2,1,2.666666667
Blackbar Soldierfish,Crustaceans,197,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1.5,2,2,2,1.333333333,0,2,1.333333333,2,0,0,0,2.5,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,1
