SPECIES_NAME,DIET,FISH_ID,1998/CH,1998/DG,1998/SB,1998/SC,1998/TF,2000/CP,2000/DG,2000/SC,2000/CH,2000/SB,2000/TF,2000/SV,2000/BB,2002/BB,2002/DG,2002/SB,2002/SC,2002/SV,2002/CP,2002/TF,2004/CP,2004/DG,2004/SC,2004/SB,2004/HM,2004/SV,2004/BB,2006/CR,2006/DG,2006/CP,2006/SB,2006/SC,2006/SH,2006/SV,2006/TF,2008/BB,2008/CP,2008/CR,2008/DG,2008/SC,2008/SH,2008/SV,2008/TF,2010/CP,2010/CR,2010/DG,2010/HM,2010/SB,2010/SC,2010/SH,2010/SV,2010/TF,2012/BB,2012/CP,2012/CR,2012/DG,2012/ER,2012/SV,2012/SC,2012/SB,2012/SH,2012/TF,2014/BB,2014/CP,2014/CR,2014/CH,2014/DG,2014/SV,2014/SC,2014/SB,2014/SH,2014/TF,2016/SC,2016/DG,2016/CR,2016/SH,2016/SV,2016/CP,2016/TF,2016/CH,2016/SB,2016/ER,2018/BB,2018/CP,2018/CR,2018/DG,2018/ER,2018/SV,2018/SC,2018/SB,2018/SH,2018/TF
Dusky Squirrelfish,Crustaceans,198,0,0,0,0,0,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,2,3,0,1,0,1.5,2,1.6,2,2,2,1.666666667,2,2,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,1.5,2
Longjaw Squirrelfish,Crustaceans,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.5,2.545454545,2.444444444,2.571428571,2.714285714,2.333333333,2,2,2.2,2.75,2,1.5,2,2.6,2.272727273,2.615384615,2.272727273,2.6,2.888888889,2.666666667,2.727272727,2.4,3,2.2,2.666666667,2.5,2.4,2.333333333,2.4,2.2,2,2.333333333,2.2,2,2,2.166666667,2.2,2.2,2.166666667,2.4,1.833333333,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,1,2,2,2.5,2,2.5,2,1.5
Longspine Squirrelfish,Crustaceans,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,52.375,2.5,3,3,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,3,0,0,1,0,0,0,1,2,2,0,0,1,2,0,2,2,0,3,2,2,0,2,2,0,3,3,2,1.5,2,0,2.5,0,2,0,2.5,2,2,0,0,0,0,0,0,0,0,0,0,2.666666667,2.5,2.5,4,3,2.333333333,4,4,2.333333333,3
Squirrelfish,Crustaceans,201,2.5,2.333333333,2.6,0,2.857142857,2.666666667,3,2.875,2.833333333,3,2.833333333,2.6,2.828333333,2.5,2,52.5,2,2.5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,2,2,2,2,0,0,2.5,2,2.5,2.428571429,2.666666667,2.333333333,2.714285714,2,2.428571429,2.333333333,2.2,2,2.833333333,2,2,2,1.5,2,1.5,2,2.666666667,2.5,1.666666667,2.571428571,1.571428571,2.2,2.875,2.333333333,2.625,2.5,2.5,2,2.166666667
Reef Squirrelfish,Crustaceans,202,0,0,2,0,0,2.333333333,2,2.5,2.8,2.666666667,2.714285714,2.625,2.661190476,0,0,0,0,0,0,0,2.333333333,2.428571429,2.666666667,2.4,3,2.833333333,2.571428571,2.75,3.166666667,2.142857143,2.1,2.375,2.714285714,2.333333333,2.625,2.7,3,2.636363636,2.777777778,2.9,2.666666667,2.769230769,2.444444444,3.4,3,2.666666667,2.4,2.4,2.166666667,2.666666667,2.2,2.6,2.375,2.5,2.714285714,2.625,2.857142857,2.428571429,1.833333333,2.714285714,2.8,2.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,3,3,3,4,2,2.5,2,4,0
Blue Tang ,Algae,203,3.125,2.833333333,2.6,0,2.666666667,0,0,2,0,0,0,0,0,3,3,53.5,3,3,3,2.25,2,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,2.5,2.5,1.666666667,2,2.5,1,2,2.25,3,3,3,2.666666667,2.5,3,3,3,3,3.166666667,3.142857143,3.166666667,2.4,3,3.285714286,3.142857143,2.8,3.142857143,2.571428571,0,2.666666667,2,0,2,2.75,2.6,2.25,3,4,2.875,3.1,2.555555556,2.8,3.111111111,3.2,2.888888889,2.777777778,3.090909091,3.25
Doctorfish,Algae,204,0,2.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2,2.333333333,2.714285714,2.5,1.833333333,2.285714286,1.833333333,2,1.666666667,2.5,2,2,2.75,2,2.25,1.75,2,1.6,2,2,2,2,2,2,2,2.6,2,2,1.666666667,2,2,3,2.285714286,2,2,2,2.428571429,2,2.5,2.25,2.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.666666667,1.5,1.666666667,1,0,2,2,3,1.666666667
Ocean Surgeonfish,Algae,205,0,3,0,0,3,0,1,1,2.5,3,2,2.4,2.18,0,0,0,3,1,0,0,0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1.333333333,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1.5,0,0,2.75,2.6,2.666666667,2.166666667,2.5,2.5,2.5,1.666666667,2.666666667,2.8,0,0,0,0,0,0,0,0,0,0,1.666666667,2,2,2,1.666666667,2.5,1.8,2,1.25,2.4
Black Durgon,Algae,206,2,1.5,2.5,0,2,0,0,0,0,0,0,0,0,2.666666667,2.5,53.625,2,2.666666667,2,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,1,0,1.666666667,0,0,0,0,1.5,0,1,1,1,1,0,1,0,1,0,1,3.285714286,2.333333333,2.5,1.666666667,2,2.714285714,3,2.2,2.714285714,1.666666667,1,1.8,1.333333333,1.5,2.5,1.666666667,1,1.666666667,2.75,2,3,2.444444444,2,2.4,2.428571429,2.777777778,1.714285714,2.75,2.5,2.4
Ocean Triggerfish,Echinoids,207,0,0,1,0,0,0,0,0,1,0,0,1.333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.2,1.666666667,1,0,1.333333333,1,1.2
Queen Triggerfish,Echinoids,208,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.333333333,2.142857143,2.125,2.333333333,2.6,2.5,2.5,2.714285714,2,2.333333333,1.714285714,2.5,1.714285714,2,2.166666667,2.5,2.583333333,2.666666667,3.333333333,2.166666667,2.444444444,2.636363636,2.833333333,3.285714286,2.25,2.4,2.6,3,2.333333333,2.5,2.2,2.2,2.285714286,2,2.5,2.375,2.333333333,2.285714286,2.166666667,2.25,2.125,2.166666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1.2,0,1
Gray Triggerfish,Echinoids,209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sargassum Triggerfish,Echinoids,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bluehead,Crustaceans,211,2.875,2.333333333,2.6,0,2.2,0,0,0,0,2,0,0,0,3,2.666666667,55.16666667,2,2.666666667,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,2.285714286,2.714285714,2.571428571,2.2,2.428571429,2.333333333,2.5,2.666666667,2,1,1.75,2,2,2,1.666666667,1.5,2,2.333333333,2,2.111111111,2.9,2.8,3.090909091,3,2.5,2.777777778,2.444444444,2.555555556,3.125
Clown Wrasse,Crustaceans,212,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Creole Wrasse,Crustaceans,213,3,3.25,3.666666667,0,2.5,0,0,0,0,0,0,0,0,3,0,0,4,3.5,3,0,0,2,0,2,0,2,2,0,0,0,2,0,0,0,0,2.5,2.833333333,2,2,3,3,2.333333333,3,2,1.666666667,1.75,2,2,2,2,1.5,2,2.5,2,2,1.5,1,1.5,1,0,2.5,0,0,2.5,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,2,2,2
Puddingwife,Crustaceans,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,3,0,0,2,0,0,0,2,3,3,0,2,0,0,2,0,1,2.5,2.5,0,0,1.5,0,2,0,1.75,2.25,1,1,0,1.75,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rainbow Wrasse,Crustaceans,215,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Slippery Dick,Crustaceans,216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,1.666666667,2,2,2,2,2,2.333333333,2,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Yellowhead Wrasse,Crustaceans,217,1,1,0,0,1,0,0,0,0,2,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2.2,2,2,0,2.2,2,2.5,1.833333333,2,0,0,0,0,0,0,0,0,0,2,2,3.666666667,1.5,2,2,2,4,2,3,3.5
Blackear Wrasse,Crustaceans,218,0,0,0,3,0,3,3,2.571428571,2.6,3,2.5,2.857142857,2.705714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3.333333333,0,0,0,2.5,0,0,1,0,0,0,2,0,4,3,3,2,3,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Yellowcheek Wrasse,Crustaceans,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Atlantic Spadefish,Sponges,220,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0
Bluespotted Cornetfish,Fish,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonefish,Fish,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cero,Fish,223,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chub (Bermuda/Yellow),Algae,224,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2.2,3,1.4,2,2.25,2,3,1.333333333,2
Common Snook,Unidentified,225,0,0,0,0,0,0,0,1,1.5,2,2,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,1,0,1.5,0,0,2,2,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flying Gurnard,Crustaceans,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Glasseye Snapper,Unidentified,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glassy Sweeper,Unidentified,228,0,0,0,0,0,0,1.5,2,2.6,2,3,1,2.12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Soapfish,Crustaceans,229,1,0,1.5,0,1.666666667,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1.5,1,1,0,1.5,0,2,1,0,0,1.5,0,0,2,0,1,1,0,1,1,1,1,1,1,1,1,0,2,0,0,2,0,2,1,2,2,2,0,0,0,1.5,1,0,1,0,1.5,0,1.666666667
Houndfish,Unidentified,230,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Lancer Dragonet,Unidentified,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,2.5,2,2,2,0,1.5,3,2,2,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nurse Shark,Unidentified,232,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.5,1,0,0,2,1.5
Redspotted Hawkfish ,Unidentified,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sand Diver,Unidentified,234,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.333333333,0,1.2,0,0,0,2,3,2
Sand Tilefish,Unidentified,235,3,2,0,0,0,1,1,1.5,1.666666667,1.5,1,1.285714286,1.390476191,2,0,0,0,2,2,0,0,1.75,0,0,0,2,0,1.5,1.5,0,0,2.5,1,0,2.285714286,0,1.75,2.666666667,2.3,1,0,2,2.9,0,0,2.333333333,0,0,0,0,0,3,0,1.5,0,2.166666667,2,0,0,0,0,3.25,0,1,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,1.333333333,1
Sharksucker,Unidentified,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Silversides,Unidentified,237,0,0,3.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,4,0,4,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotted Scorpionfish,Fish,238,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Tarpon,Fish,239,0,2.833333333,0,0,2.714285714,0,1,1.5,0,0,0,1,0,1,2.4,61.1,2,2,2,3,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,2,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1.5,1.666666667,2,0,2,3,3,0,3,0,0,0,0,3.166666667,0,3,2.75,1.666666667,1.75,1.5,2.545454545,2.125,1.857142857,1,2,2,3
Trumpetfish,Fish,240,0,1.5,1.5,0,1.4,0,0,0,0,0,0,0,0,1.666666667,1.666666667,60.97916667,1.25,2,1,2,0,1.666666667,1,1.666666667,0,1,1.5,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1.25,0,0,2,1,1,0,0,1.5,0,1.333333333,0,0,1,0,1,0,1,1.25,0,0,0,1,1,2,0,2,1.5,1,1.5,1,1.666666667
Yellowhead Jawfish,Unidentified,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1.2,1,0,0,2,0,0,0,0,1,1,0,1.333333333,0,1,1,1,1.5,0,0,0,2,0,2,0,1,0,0,0,1.5,0,2.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Green Sea Turtle,Sponges,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1.333333333,1,0,1.571428571,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1.25,1,1,1,1,1
Hawksbill Sea Turtle,Sponges,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,2,1,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0
Loggerhead Sea Turtle,Sponges,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Unidentified Sea Turtle,Sponges,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lionfish,Fish,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,1,1,2.333333333,1.333333333,1,1,0,1.25,0,1.4,1.6,2,1,1.333333333,1,1.4,1,1,1,2,1,0,0,2,1,1,1,2,1,0,1.5,0,1.333333333,1.25,1,1,1.5,1.75,0,1,1.25,1.25